STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,BASE_PERIOD,REGION,BREAKDOWN,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2018-Q4,105.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2019-Q1,105.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2019-Q2,106.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2019-Q3,106.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2019-Q4,107.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2020-Q1,107
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2020-Q2,106.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2020-Q3,107.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2020-Q4,106.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2021-Q1,109.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2021-Q2,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2021-Q3,114.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2021-Q4,116.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2022-Q1,116.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2022-Q2,114.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2022-Q3,114.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2022-Q4,112.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2023-Q1,109.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2023-Q2,111.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2023-Q3,114.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2023-Q4,114.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2024-Q1,117.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2024-Q2,112.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2024-Q3,114.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2024-Q4,115.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2025-Q1,114.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2025-Q2,116.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2025-Q3,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2025-Q4,113.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2026-Q1,117.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q1,99.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q2,104.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q3,107.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q4,106
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q1,107.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q2,106.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q3,106.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q4,103.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q1,104.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q2,104.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q3,105
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q4,107.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q1,106.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q2,108.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q3,109.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q4,107.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q1,110.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q2,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q3,113.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q4,116
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q1,116.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q2,113.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q3,113.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q4,113.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q1,111.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q2,114.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q3,115.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q4,114.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q1,117.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q2,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q3,113.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q4,115.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q1,114.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q2,116.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q3,113.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q4,114.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q1,105.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q2,108.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q3,107.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q4,103.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q1,104.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q2,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q3,105.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q4,105
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q1,104.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q2,106.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q3,106.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q4,108.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q1,106.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q2,105.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q3,105.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q4,104.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q1,107.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q2,111.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q3,113.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q4,116.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q1,117.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q2,115.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q3,115.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q4,111.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q1,107.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q2,109.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q3,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q4,114
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q1,117.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q2,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q3,114.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q4,116.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q1,115.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q2,116.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q3,112.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q4,112.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q1,101.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q2,105.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q3,102.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q4,103.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q1,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q2,104.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q3,104.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q4,108.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q1,109.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q2,110.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q3,110.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q4,109.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q1,109.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q2,106
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q3,108.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q4,107.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q1,111.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q2,116.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q3,116.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q4,118.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q1,116
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q2,115.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q3,114.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q4,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q1,109.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q2,110.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q3,116
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q4,117.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q1,117.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q2,112.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q3,113.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q4,115.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,CORQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2025-Q1,114.4
