STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,PRICE_TYPE,REGION,BREAKDOWN_CATEGORY,BREAKDOWN,SECTOR_ECONOMY,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,CURR_PRICES,UA00000000000000000,_T,_T,S_1,A,2021,788599
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,CURR_PRICES,UA00000000000000000,_T,_T,S_1,A,2022,634629
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,CURR_PRICES,UA00000000000000000,_T,_T,S_1,A,2023,1197706
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,CURR_PRICES,UA00000000000000000,_T,_T,S_1,A,2024,1472990
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2010,29.1
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2011,33.4
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2012,36.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2013,37
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2014,44.4
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2015,59
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2016,67.6
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2017,75.9
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2018,86.7
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2019,85.7
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2020,87.4
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2021,100
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2022,130.3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2023,166.1
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_2021,UA00000000000000000,_T,_T,S_1,A,2024,174.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2011,114.7
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2012,109.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2013,101.3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2014,119.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2015,133.1
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2016,114.6
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2017,112.2
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2018,114.3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2019,98.9
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2020,101.9
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2021,114.4
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2022,130.3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2023,127.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_DEFLATOR_PY,UA00000000000000000,_T,_T,S_1,A,2024,105.3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2010,98.2
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2011,110.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2012,105.9
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2013,92.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2014,60.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2015,68
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2016,97.2
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2017,99.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2018,96.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2019,87.6
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2020,54.7
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2021,100
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2022,61.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2023,91.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_2021,UA00000000000000000,_T,_T,S_1,A,2024,106.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2011,112.9
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2012,95.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2013,87.6
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2014,65.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2015,112
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2016,142.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2017,102.4
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2018,97.3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2019,90.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2020,62.5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2021,182.7
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2022,61.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2023,148.1
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,IDX_VOL_PY,UA00000000000000000,_T,_T,S_1,A,2024,116.8
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2010,200124
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2011,254296
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2012,278611
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2013,267357
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2014,177397
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2015,238101
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2016,452350
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2017,530657
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2018,578968
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2019,599086
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2020,369986
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2021,689065
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2022,487146
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2023,939646
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_CAP_FOR,PRICES_PY,UA00000000000000000,_T,_T,S_1,A,2024,1399107
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2010,111888
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2011,89039
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2012,92529
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2013,103292
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2014,107148
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2015,109812
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2016,110386
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2017,122932
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2018,113863
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2019,109641
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2020,68782
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2021,86240
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2022,40449
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2023,41968
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2024,52282
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2010,302185
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2011,331349
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2012,340842
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2013,283370
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2014,218930
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2015,184662
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2016,223920
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2017,240497
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2018,290636
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2019,346765
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2020,275050
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2021,283904
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2022,106152
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2023,176552
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2024,193076
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2010,209398
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2011,259443
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2012,276414
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2013,264149
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2014,165646
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2015,146853
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2016,196474
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2017,245202
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2018,292218
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2019,330428
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2020,252991
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2021,310854
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2022,302339
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2023,534141
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2024,519241
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2010,924
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2011,645
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2012,2021
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2013,1534
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2014,1328
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2015,7491
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2016,8275
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2017,8778
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2018,20909
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2019,21225
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2020,28686
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2010,3990
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2011,3735
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2012,5524
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,CONST_PRICES_2021,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2013,6726
