STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,BASE,REGION,BREAKDOWN_CATEGORY,BREAKDOWN,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2023-M12,225.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M01,57.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M02,70.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M03,101.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M04,96.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M05,97.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M06,106.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M07,106.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M08,108.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M09,121.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M10,136.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M11,139.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2024-M12,278.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M01,78.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M02,92.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M03,121.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M04,114.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M05,130.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M06,146.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M07,142.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M08,140.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M09,161
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M10,150
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M11,170
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2025-M12,326.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2026-M01,80.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2026-M02,77.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2026-M03,105.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2026-M04,104.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,12,M,2026-M05,112.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M01,61.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M02,67.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M03,101.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M04,135.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M05,149.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M06,266.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M07,223.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M08,260.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M09,344.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M10,219.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M11,316.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2021-M12,621.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M01,70.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M02,65.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M03,30.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M04,35.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M05,41.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M06,49.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M07,67.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M08,86.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M09,80.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M10,96.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M11,115
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2022-M12,178.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M01,43.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M02,54
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M03,71.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M04,76.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M05,80.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M06,81.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M07,90.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M08,120.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M09,118.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M10,114.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M11,143.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2023-M12,278.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M01,50.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M02,59.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M03,152
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M04,122.4
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M05,130.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M06,108.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M07,98.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M08,109.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M09,119.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M10,160.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M11,134.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2024-M12,218.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M01,52.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M02,59.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M03,85
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M04,84.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M05,125.1
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M06,170.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M07,161.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M08,131.5
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M09,136.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M10,128.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M11,128.3
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2025-M12,242.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2026-M01,61.8
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2026-M02,61.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2026-M03,81.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2026-M04,91.7
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,ADJ_CALEN_M_VAL_EFFECT_DAY,UA00000000000000000,TYPES_CONSTRUCTION,2,M,2026-M05,102
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,UNADJ_AVG_M_VAL_DYM_R,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2021-M01,72.6
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,UNADJ_AVG_M_VAL_DYM_R,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2021-M02,82.9
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,UNADJ_AVG_M_VAL_DYM_R,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2021-M03,107.2
dataflow,SSSU:DF_ECONOM_INDC_SHORT-TERM_CONSTRUCTION_STAT(16.0.0),R,INDX_CONSTRUCTION_PRODUCTS,UNADJ_AVG_M_VAL_DYM_R,UA00000000000000000,TYPES_CONSTRUCTION,0,M,2021-M04,130.8
