STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,REGION,PRICE_TYPE,NACE,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2015-Q3,434127
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2015-Q4,533508
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q1,438003
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q2,471755
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q3,512869
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2016-Q4,609701
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q1,560871
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q2,614838
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q3,661403
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2017-Q4,781014
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q1,693557
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q2,768323
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q3,805892
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2018-Q4,941520
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q1,821232
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q2,900586
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q3,934780
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2019-Q4,1048460
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q1,895076
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q2,846544
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q3,976974
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2020-Q4,1190194
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q1,1035934
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q2,1126350
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q3,1171717
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2021-Q4,1400270
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q1,1146200
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q2,1198273
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q3,1415211
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2022-Q4,1709584
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q1,1509147
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q2,1604547
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q3,1739356
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2023-Q4,1963024
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q1,1715983
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q2,1808127
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q3,1930791
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2024-Q4,2293355
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q1,2067750
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q2,2220443
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q3,2363791
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2025-Q4,2791328
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,CURR_PRICES,_T,Q,2026-Q1,2432418
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2015,142.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2016,115.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2017,118.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2018,114.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2019,109.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2020,104.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2021,114.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2022,136.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2023,117.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2024,110
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,A,2025,114.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q1,135.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q2,148.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q3,145.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2015-Q4,137.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q1,126.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q2,112.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q3,112.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2016-Q4,112.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q1,120.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q2,120
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q3,119.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2017-Q4,116.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2018-Q1,116.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2018-Q2,115.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2018-Q3,113.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2018-Q4,113.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2019-Q1,113.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2019-Q2,110.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2019-Q3,109.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2019-Q4,106.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2020-Q1,103.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2020-Q2,101.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2020-Q3,103.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2020-Q4,108.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2021-Q1,110.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2021-Q2,117.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2021-Q3,114.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2021-Q4,116.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2022-Q1,118.9
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2022-Q2,135.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2022-Q3,144.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2022-Q4,146.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2023-Q1,142.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2023-Q2,116.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2023-Q3,108.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2023-Q4,109.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2024-Q1,106.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2024-Q2,109.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2024-Q3,109.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2024-Q4,113.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2025-Q1,115.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2025-Q2,115.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2025-Q3,112.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2025-Q4,114.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_DEFLATOR_CONST_2021,_T,Q,2026-Q1,110.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2015,84.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2016,102
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2017,108.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2018,107.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2019,105.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2020,101.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2021,105.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2022,84.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2023,106.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2024,103.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,A,2025,106.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2015-Q1,84.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2015-Q2,77.9
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2015-Q3,84.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2015-Q4,91.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2016-Q1,99.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2016-Q2,102.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2016-Q3,104.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2016-Q4,101.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2017-Q1,106.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2017-Q2,108.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2017-Q3,107.9
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2017-Q4,110.2
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2018-Q1,106.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2018-Q2,108.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2018-Q3,107.7
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2018-Q4,106.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2019-Q1,104.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2019-Q2,106.3
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2019-Q3,105.9
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2019-Q4,104.6
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2020-Q1,105.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2020-Q2,92.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2020-Q3,101.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2020-Q4,104.8
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2021-Q1,104.4
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2021-Q2,113.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2021-Q3,105.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2021-Q4,100.9
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2022-Q1,93.1
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2022-Q2,78.5
dataflow,SSSU:DF_QUARTERLY_NATIONAL_ACCOUNTS(14.0.0),R,FINAL_CONS_EXP,UA00000000000000000,IDX_VOLUME_CONST_2021,_T,Q,2022-Q3,83.6
