STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,PERIOD_OF_TIME,SEX,REGION,BREAKDOWN_CATEGORY,BREAKDOWN,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,PROFESSIONS,KP933,A,2020,54.17
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,PROFESSIONS,KP94,A,2016,19.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,PROFESSIONS,KP94,A,2020,50.86
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,PROFESSIONS,KP941,A,2016,19.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,PROFESSIONS,KP941,A,2020,50.86
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,PROFESSIONS,_T,A,2016,29.65
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,PROFESSIONS,_T,A,2020,70.21
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF01_1,A,2016,28.14
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF01_1,A,2020,69.08
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF02_1,A,2016,29.76
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF02_1,A,2020,71.69
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF03_1,A,2016,30.16
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF03_1,A,2020,71.92
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF04_1,A,2016,30.94
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF04_1,A,2020,75.3
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF05_1,A,2016,31.75
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YF05_1,A,2020,70.05
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YU01_1,A,2016,27.22
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,YU01_1,A,2020,66.76
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,_T,A,2016,29.65
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,WORK_EXPERIENCE,_T,A,2020,70.21
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,_Z,_Z,A,2016,29.65
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,FEMALE,UA00000000000000000,_Z,_Z,A,2020,70.21
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF06_1,A,2016,39.5
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF06_1,A,2020,89.07
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF08_1,A,2016,42.01
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF08_1,A,2020,92.87
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF10_1,A,2016,35.47
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF10_1,A,2020,81.46
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF12,A,2016,33.13
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF12,A,2020,70.37
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF13,A,2016,32
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YF13,A,2020,69.4
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YL08,A,2016,32.05
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YL08,A,2020,67.6
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YU08,A,2016,30.97
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,YU08,A,2020,73.73
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,_T,A,2016,37.22
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,AGE_GROUP,_T,A,2020,82.7
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,A,A,2016,27.11
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,A,A,2020,63.92
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B,A,2016,53.12
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B,A,2020,118.81
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B-E,A,2016,39.88
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B-E,A,2020,84.4
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,C,A,2016,37.16
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,C,A,2020,79.57
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,D,A,2016,44.65
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,D,A,2020,92.76
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,E,A,2016,25.67
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,E,A,2020,63.15
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,F,A,2016,28.71
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,F,A,2020,62.53
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,G,A,2016,40.08
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,G,A,2020,79.29
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,H,A,2016,40.75
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,H,A,2020,91.69
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,I,A,2016,22.45
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,I,A,2020,57.31
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,J,A,2016,64.41
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,J,A,2020,156.99
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,K,A,2016,76.85
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,K,A,2020,150.9
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,L,A,2016,28.35
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,L,A,2020,66.86
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,M,A,2016,54.04
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,M,A,2020,118.46
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,N,A,2016,25.87
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,N,A,2020,67.69
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,O,A,2016,32.26
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,O,A,2020,109.49
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,P,A,2016,31.52
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,P,A,2020,70.62
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,Q,A,2016,24.91
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,Q,A,2020,65.78
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,R,A,2016,34.17
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,R,A,2020,112.51
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,S,A,2016,33.5
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,S,A,2020,71.43
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,_T,A,2016,37.22
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,_T,A,2020,82.7
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,BACH_EQ,A,2016,39.08
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,BACH_EQ,A,2020,81.02
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,DOC_STUD_EQ,A,2020,129.97
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,FRS_STG_SEC_EDU,A,2016,27.46
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,FRS_STG_SEC_EDU,A,2020,62.04
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,MAG_EQ,A,2016,50.72
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,MAG_EQ,A,2020,116.37
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,PRE_SCH_EDU,A,,
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,PRM_EDU,A,2016,21.77
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,PRM_EDU,A,2020,38.99
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,PST_SEC_NON_TERT,A,2016,28.04
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,PST_SEC_NON_TERT,A,2020,64.15
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,SEC_STG_SEC_EDU,A,2016,28.56
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,SEC_STG_SEC_EDU,A,2020,65.11
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,TERT_EQ,A,2016,33.32
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,TERT_EQ,A,2020,76.71
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,_T,A,2016,37.22
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,EDUCATION_LEVEL,_T,A,2020,82.7
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_1000_4999,A,2016,45.52
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_1000_4999,A,2020,99.9
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_100_499,A,2016,36.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_100_499,A,2020,80.47
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_10_49,A,2016,25.78
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_10_49,A,2020,60.56
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_5000_MORE,A,2016,48.39
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_5000_MORE,A,2020,116.05
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_500_999,A,2016,40.2
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_500_999,A,2020,92.13
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_50_99,A,2016,30.48
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_50_99,A,2020,67.33
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_UNDER_10,A,2016,26.08
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,SZE_UNDER_10,A,2020,49.81
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,_T,A,2016,37.22
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,ENTERPRISE_SIZE,_T,A,2020,82.7
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP1,A,2016,55.24
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP1,A,2020,118.13
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP11,A,2016,49.08
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP11,A,2020,350.12
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP111,A,2020,264.44
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP112,A,2016,74.19
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP112,A,2020,680.1
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP114,A,2016,46.14
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP114,A,2020,214.93
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP12,A,2016,56.57
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP12,A,2020,121.95
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP121,A,2016,60.12
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP121,A,2020,118.84
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP122,A,2016,53.91
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP122,A,2020,115.28
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP123,A,2016,63.63
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP123,A,2020,146.64
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP13,A,2016,36.71
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,MALE,UA00000000000000000,PROFESSIONS,KP13,A,2020,67.61
